VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,CONTRACT NUMBER,VENDOR NAME,CASHED
PV27342712868,272713.98,10/29/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30014,"ANCHOR MECHANICAL, INC",True
PVRF188205279,11788.82,07/11/2018,DEPT OF GENERAL SERVICES,75071,"OAKK CONSTRUCTION COMPANY, INC",True
PV27976574617,8095.37,03/21/2019,DEPT OF BUSINESS & INFORMATION SERVICES,47811,POSTAGE BY PHONE,True
PV99229186283,2950.29,07/07/2018,DEPARTMENT OF LAW,17739,OZINGA READY MIX CONCRETE INC,True
CVIP213549119,4711.86,11/20/2018,DEPT OF GENERAL SERVICES,20293,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99783618871,16574.99,06/27/2019,DEPT OF FAMILY AND SUPPORT SERVICES,12687,"INTER-CITY SUPPLY CO., INC.",True
PV39821463010,793.97,07/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33717,HERTZ VEHICLES LLC,True
PV39016525808,47662.65,03/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33717,JOHNSON PIPE & SUPPLY COMPANY INC,True
CVIP502151025,5884.57,11/30/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41708,"OFFICE DEPOT, INC.",True
PV39275308156,3135.5,07/02/2018,DEPT OF AVIATION,47811,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",True
PV27677057491,4268.48,08/09/2018,DEPARTMENT OF HEALTH,26588,"ABC HUMANE WILDLIFE CONTROL & PREVENTION INC,",True
PVRF953245576,12788.46,04/13/2019,DEPARTMENT OF WATER MANAGEMENT,47144,OLIVE BRANCH MISSION,True
PV27291086904,6488.82,10/17/2019,DEPT OF BUSINESS & INFORMATION SERVICES,36561,UNIVERSITY OF CHICAGO 03,True
PV27509906307,5857.82,12/18/2018,DEPT OF AVIATION,29859,"OAKK CONSTRUCTION COMPANY, INC",True
PVCI397186701,8230.33,08/25/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29937,MSC INDUSTRIAL SUPPLY CO,True
PV27524056735,12274.52,07/17/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,T27781,G & V CONSTRUCTION CO INC,True
PVCI767899961,153807.11,03/07/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,32230,"SGA YOUTH & FAMILY SERVICES, NFP",True
PV39787726512,924.85,10/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19847,"OFFICE DEPOT, INC.",True
PV99397539308,24641.67,03/26/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,28775,THRESHOLDS,False
PVCI932711791,49918.17,10/04/2018,DEPARTMENT OF WATER MANAGEMENT,19651,AECOM USA INC,True
PVRF713911235,9145.29,01/21/2019,DEPT OF STREETS & SANITATION,28295,"ANCHOR MECHANICAL, INC",True
PVRF674012062,5.78,09/18/2018,DEPARTMENT OF LAW,24025,WHEELS LT,True
PV27530543598,12909.3,08/28/2019,DEPARTMENT OF WATER MANAGEMENT,24835,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PV27334086302,113697.86,11/06/2018,DEPT OF GENERAL SERVICES,21860,CENTERS FOR NEW HORIZONS 01,True
PV99905100929,3984.16,05/16/2019,DEPT OF FLEET MGMT,1416,VICTORIA LEGAL & CORPORATE SERVICES,True
PV39356840508,281.53,01/21/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,33233,"OFFICE DEPOT, INC.",True
PV99256438413,58512.93,12/07/2018,DEPT OF FAMILY AND SUPPORT SERVICES,32909,COMMONWEALTH. EDISON CO.,True
PV27041567485,2049.23,09/26/2019,DEPT OF GENERAL SERVICES,74381,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
CVIP818666517,3554.87,11/03/2019,DEPT OF COMMUNITY DEVELOPMENT,19847,"OFFICE DEPOT, INC.",True
CVIP312176006,1185.3,04/20/2019,DEPT OF STREETS & SANITATION,19550,VERIZON WIRELESS,True
PV99963126507,2426.09,03/02/2019,DEPT OF FAMILY AND SUPPORT SERVICES,32564,"IL BONE AND JOINT INSTITUTE, LLC",True
PV99032078243,3777.95,11/05/2018,DEPT OF GENERAL SERVICES,32909,"HENRY FRERK SONS, INC.",True
PV27310948746,31.35,03/24/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19393,RENTAL CAR FINANCE CORP,True
PVCI077654287,20165.63,04/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,34450,CAROLE ROBERTSON CENTER FOR LEARNING,False
PV99287667569,10319.38,11/20/2019,DEPARTMENT OF LAW,15451,"INGRAM LIBRARY SERVICES, INC",True
PVRF149344850,41325.39,09/16/2019,DEPARTMENT OF REVENUE,24027,"CDW GOVERNMENT, LLC.",True
PV99615078115,2839838.07,10/19/2018,FIRE DEPARTMENT,24025,KENNY CONSTRUCTION COMPANY,True
PVRF817410703,52306.13,11/29/2019,DEPT OF GENERAL SERVICES,29859,HAYMARKET CENTER,True
PV99156582062,45499.96,10/22/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,19847,C & C COMMUNICATIONS,True
PV27714092068,22569.74,08/02/2018,DEPT OF AVIATION,32909,CANON SOLUTIONS AMERICA INC,True
PV39559189201,40681.8,10/17/2018,DEPT OF FAMILY AND SUPPORT SERVICES,DV,CATALYST MANAGEMENT CORP,True
PV39280614975,1424.71,04/02/2018,OFFICE OF THE MAYOR,5432,"OFFICE DEPOT, INC.",True
PV99842397613,8716.54,10/26/2019,DEPT OF AVIATION,67510,"INGRAM LIBRARY SERVICES, INC",False
PVRF467530403,3046.37,10/22/2018,DEPARTMENT OF WATER MANAGEMENT,20293,DELL MARKETING LP.,True
PV27561230563,574.75,04/04/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,28364,ERIE NEIGHBORHOOD HOUSE,True
PVCI799532927,22524.09,10/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,75071,A SAFE HAVEN FOUNDATION,True
PV99593549973,99020.34,11/21/2019,DEPT OF GENERAL SERVICES,30871,"CDW GOVERNMENT, LLC.",True
PVCI108670043,24632.62,05/16/2019,DEPT OF GENERAL SERVICES,30043,"UNISON CONSULTING, INC.",True
PV27125893451,12039.56,12/07/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30545,"GRAYBAR ELECTRIC COMPANY, INC",True
PV27217232047,8375.29,03/06/2019,DEPT OF AVIATION,19539,"SILK SCREEN EXPRESS, INC.",True
CVIP541805962,196714.88,06/17/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,51904,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",True
PVCI747407155,4313.27,10/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28295,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PVRF953449758,56192.03,11/28/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28466,"INDUSTRIAL FENCE, INC",True
PV99989064966,440.84,02/11/2018,DEPT OF FAMILY AND SUPPORT SERVICES,73158,BRIDGES COURT REPORTING,True
PVCI963683537,31165.44,01/09/2018,DEPT OF AVIATION,28364,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",True
CVIP936524995,216693.43,03/02/2018,DEPARTMENT OF FINANCE,30871,"OPEN KITCHENS, INC.",True
CVIP125870997,8985.64,06/05/2018,DEPT OF STREETS & SANITATION,51904,HERC RENTALS INC,False
PV39524607990,1725.09,01/23/2018,DEPT OF COMMUNITY DEVELOPMENT,31001,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV39350355395,32.63,01/14/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,29742,WHEELS LT,True
PV39973418637,4367.78,06/02/2019,DEPT OF AVIATION,67510,"HEARTLAND HUMAN CARE SERVICES, INC.",True
CVIP563933046,23195.37,11/09/2018,DEPARTMENT OF WATER MANAGEMENT,3718,AT&T CORP,True
PV99880032568,5083.21,12/09/2018,DEPARTMENT OF WATER MANAGEMENT,30301,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PV99195940071,530760.59,11/18/2019,DEPT OF GENERAL SERVICES,T26824,KENNY CONSTRUCTION COMPANY,True
PV39454382336,8870.91,11/05/2018,DEPARTMENT OF BUILDINGS,33232,HOWARD BROWN HEALTH CENTER,False
PVRF615435299,1146.73,09/22/2018,DEPT OF AVIATION,19393,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,True
PVCI730729979,214114.78,09/20/2018,DEPT OF GENERAL SERVICES,30303,WORLD FUEL SERVICES INC,True
PV39912979408,982.57,04/06/2019,DEPT OF STREETS & SANITATION,27914,"SILK SCREEN EXPRESS, INC.",True
PV39687585592,1870.2,01/10/2018,DEPT OF COMMUNITY DEVELOPMENT,75071,HERC RENTALS INC,True
PV27495276069,477201.14,02/04/2018,DEPT OF FAMILY AND SUPPORT SERVICES,102621,"GLOBETROTTERS ENGINEERING CORPORATION, ATTN: DAVID FELLER",True
PV27948272370,4077.04,08/19/2019,DEPT OF FAMILY AND SUPPORT SERVICES,32230,OZINGA READY MIX CONCRETE INC,True
PV27025955584,27066.55,05/17/2019,DEPT OF FLEET MGMT,66942,GREATER ILLINOIS TITLE COMPANY,True
PV99905646591,42051.68,03/30/2019,DEPT OF COMMUNITY DEVELOPMENT,51904,"T. Y. LIN INTERNATIONAL GREAT LAKES, INC.",True
PV39589914540,87605.65,02/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,58539,"SILK SCREEN EXPRESS, INC.",True
PV39010259104,702.71,05/30/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28295,"IL BONE AND JOINT INSTITUTE, LLC",True
PV39427613726,5909.67,08/26/2019,DEPARTMENT OF ENVIROMENT,102621,PRODUCTION DISTRIBUTION COMPANIES,True
CVIP343445946,79668.62,03/10/2019,DEPARTMENT OF POLICE,18085,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP208640316,915.37,03/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,66942,P V HOLDING CORP,True
PVRF931900971,21.48,05/09/2019,DEPT OF GENERAL SERVICES,30586,HERTZ VEHICLES LLC,True
PVRF255747283,98624.64,08/02/2019,DEPARTMENT OF BUILDINGS,65749,"MORTON SALT, INC.",True
PV99877768707,28763.73,05/16/2018,OFFICE FOR PEOPLE WITH DISABILITIES,58539,TRI-ANGLE FABRICATION & BODY,True
CVIP318046631,18081.81,11/23/2019,DEPARTMENT OF LAW,26775,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV39762488192,685.99,10/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33469,QUILL CORPORATION,True
CVIP422264092,683.37,03/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,40336,"OFFICE DEPOT, INC.",True
PV27712158858,5233.47,05/05/2019,DEPARTMENT OF WATER MANAGEMENT,61840,VERIZON WIRELESS,True
CVIP181666181,26884.73,07/22/2018,DEPT OF AVIATION,3718,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVCI871163842,449375.95,02/01/2018,DEPT OF FLEET MGMT,5432,"SUMIT CONSTRUCTION CO., INC.",True
PVCI440377715,550.31,03/20/2018,DEPT OF BUSINESS & INFORMATION SERVICES,41932,"INGRAM LIBRARY SERVICES, INC",True
PV99694721220,37008.8,09/15/2018,DEPT OF GENERAL SERVICES,30043,RELIABLE CONTRACTING & EQUIP.,True
PVRF442145950,260662.15,08/29/2018,DEPT OF AVIATION,26775,KENNY CONSTRUCTION COMPANY,True
CVIP386595928,5752.83,11/25/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,41708,HOWARD BROWN HEALTH CENTER,True
PVCI168468594,72.31,07/08/2018,DEPT OF COMMUNITY DEVELOPMENT,19539,"OFFICE DEPOT, INC.",True
PV27410537359,71.46,04/08/2019,DEPARTMENT OF BUILDINGS,29937,WHEELS LT,True
PVRF045441176,24563.64,10/28/2019,DEPT OF FAMILY AND SUPPORT SERVICES,21860,CHICAGO COMMONS ASSOCIATION 02,True
PV99102970549,29278.01,08/20/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T27781,"DELTA DEMOLITION, INC",True
PV99012684586,27540.55,07/30/2018,DEPT OF GENERAL SERVICES,24026,"BARRICADE LITES, INC.",True
PV99756937910,1020.54,11/11/2019,DEPT OF GENERAL SERVICES,29709,"OFFICE DEPOT, INC.",True
PV39806922185,16648.9,02/24/2018,DEPT OF GENERAL SERVICES,75071,"ARROW MESSENGER SERVICES, INC.",True
PVCI636240552,2010.16,07/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T27781,"CDW GOVERNMENT, LLC.",True
PVRF973825887,31161.6,03/10/2019,DEPARTMENT OF REVENUE,19755,AIR ONE EQUIPMENT INC,True
PVRF469945366,8876.93,07/03/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,34450,POSTAGE BY PHONE,True
PV39941281782,360.12,09/24/2019,DEPT OF BUSINESS & INFORMATION SERVICES,24932,MSC INDUSTRIAL SUPPLY CO,True
PV99375118320,44774.41,06/18/2018,DEPT OF FLEET MGMT,31001,"MCDONAGH DEMOLITION, INC.",True
PV99148848905,357.02,08/03/2019,DEPT OF AVIATION,18085,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39025320442,9602.37,05/20/2019,DEPT OF FAMILY AND SUPPORT SERVICES,DV,QUANTUM TECHNOLOGIES INC,True
PV39463364590,5881.71,07/14/2018,OHARE MODERNIZATION PROJECT,24025,"GRAYBAR ELECTRIC COMPANY, INC",False
PVRF619326349,3334.35,10/23/2018,CHICAGO PUBLIC LIBRARY,29937,AT&T CORP,True
PV39528244705,7608.79,10/02/2018,DEPT OF AVIATION,41933,HERC RENTALS INC,True
PV99779949946,7246.75,01/31/2018,DEPT OF FLEET MGMT,24027,"TPA NETWORK, INC C/O",True
CVIP859514954,3658.8,02/04/2018,DEPT OF GENERAL SERVICES,18086,AT&T CORP,True
PVRF952144176,1363.99,02/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,24027,UNIVERSITY OF CHICAGO 03,True
PVCI260331333,3444.19,02/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,25098,PV HOLDING CORP,True
PVCI371930244,4755.12,10/27/2019,DEPT OF GENERAL SERVICES,28295,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PVCI308547684,15528.31,02/25/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,69568,EL HOGAR DEL NINO INC|CLEANED-UP,True
PVRF684062760,33974.78,07/18/2018,DEPT OF GENERAL SERVICES,20074,MARY CRANE LEAGUE,False
PV39931428423,1959.98,11/28/2018,DEPT OF GENERAL SERVICES,30586,"SILK SCREEN EXPRESS, INC.",True
PVCI906419830,44871.3,01/13/2018,DEPARTMENT OF REVENUE,30545,ENTERPRISE LEASING CO OF CHICAGO,True
PV39151879298,105892.33,02/16/2018,DEPT OF FAMILY AND SUPPORT SERVICES,22875,G & V CONSTRUCTION CO INC,True
PV39229932139,16923.51,08/01/2019,DEPARTMENT OF WATER MANAGEMENT,58539,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PVRF875523295,9804.08,07/30/2018,DEPT OF FAMILY AND SUPPORT SERVICES,73156,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV99358794338,18817.04,09/12/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,29937,ENTERPRISE LEASING CO OF CHICAGO,True
PV99169404107,5739.2,07/02/2018,DEPT OF AVIATION,30303,CHICAGO YOUTH CENTERS,True
PV39016472838,19408.08,07/14/2019,DEPT OF BUSINESS & INFORMATION SERVICES,5432,"ILLINOIS ORTHOPEDIC NETWORK, LLC",False
PVRF740457377,19950.96,07/08/2018,DEPT OF FAMILY AND SUPPORT SERVICES,26313,VERIZON WIRELESS,True
CVIP055677478,897.04,02/09/2018,DEPT OF AVIATION,15257,RENTAL CAR FINANCE CORP,True
PV27076202514,16207.54,09/02/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,66942,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP027095768,6411.51,12/15/2018,DEPARTMENT OF POLICE,15257,CHILDREN'S PLACE ASSOCIATION,False
PVCI197971872,33668.62,09/24/2019,DEPT OF FAMILY AND SUPPORT SERVICES,21974,"GRAYBAR ELECTRIC COMPANY, INC",True
PV99839398605,1115.63,04/30/2019,DEPT OF GENERAL SERVICES,28820,PV HOLDING CORP,True
CVIP456528964,236530.6,04/29/2019,DEPT OF FLEET MGMT,20293,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,True
PV39369379061,4019.13,02/06/2019,DEPT OF GENERAL SERVICES,33717,AT&T CORP,True
PVRF336620578,3.51,11/21/2018,DEPT OF FLEET MGMT,73156,SCR MEDICAL TRANSPORTATIONS INC LS,True
CVIP346887224,182.53,06/05/2019,DEPT OF GENERAL SERVICES,22875,"OFFICE DEPOT, INC.",False
PV39193499149,7934.5,04/22/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33461,METROPOLITAN FAMILY SERVICE,True
CVIP190628363,6233.04,02/27/2019,DEPT OF GENERAL SERVICES,22875,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV39661571988,136068.73,10/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,47754,K-FIVE CONSTRUCTION CORP.,True
PV39060087274,27517.92,07/25/2019,DEPT OF BUSINESS & INFORMATION SERVICES,19847,METROPOLITAN FAMILY SERVICE,True
CVIP082961291,975.97,04/30/2018,DEPARTMENT OF WATER MANAGEMENT,30300,PUERTO RICAN CULTURAL CENTER,True
PVRF445831814,8718.4,03/16/2019,DEPT OF GENERAL SERVICES,5432,ADVANCE AUTO CENTER,True
CVIP932345050,778.18,08/30/2018,DEPT OF FAMILY AND SUPPORT SERVICES,66942,"OFFICE DEPOT, INC.",True
PVCI865788724,33219.87,03/11/2019,DEPT OF BUSINESS & INFORMATION SERVICES,30586,HAYMARKET CENTER,True
PV39173909767,1274.5,12/14/2018,DEPARTMENT OF LAW,26313,WORLD FUEL SERVICES INC - MANUAL CORRECTION - AMOUNT ADJUSTMENT,True
CVIP976473243,2610.64,02/06/2019,DEPT OF FLEET MGMT,30301,THRESHOLDS,True
PVCI839392633,15568.61,04/15/2019,DEPARTMENT OF WATER MANAGEMENT,28296,"GRAYBAR ELECTRIC COMPANY, INC",True
PV39947553161,1893.67,12/28/2018,DEPT OF FLEET MGMT,75071,SIGNATURE FLIGHT SUPPORT,True
PV27378270350,3843.55,07/05/2018,DEPARTMENT OF PERSONNEL,58539,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV39873648325,2006.72,02/14/2019,DEPT OF GENERAL SERVICES,29742,OPEN DOOR CLINIC OF GREATER ELGIN,False
PV39669680926,42.56,08/11/2018,DEPT OF GENERAL SERVICES,32564,WHEELS LT,True
PV99838190583,1554.29,06/29/2019,CHICAGO PUBLIC LIBRARY,30043,"OFFICE DEPOT, INC.",True
PV27311419687,11843.97,06/29/2019,DEPT OF GENERAL SERVICES,24512,BACK OF THE YARDS NEIGHBORHOOD COUNCIL,True
PV39310444428,91160.31,10/04/2018,DEPT OF GENERAL SERVICES,30303,AZTEC SUPPLY CORPORATION,True
PV99429326523,12905.04,07/17/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,73158,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI513712515,2395.38,10/19/2018,DEPT OF BUSINESS & INFORMATION SERVICES,33233,"ASIAN HUMAN SERVICES, INC.",True
PVCI693572513,10018.89,10/11/2019,DEPT OF FLEET MGMT,18085,TAFT STETTINIUS HOLLISTER LLP CHICAGO,True
PVRF835646411,96904.41,07/18/2019,DEPARTMENT OF LAW,33461,WORLD FUEL SERVICES INC,True
PV27836349111,4486.53,04/17/2018,DEPT OF FLEET MGMT,30586,THOMSON WEST,True
CVIP694615025,196873.02,03/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24932,CHICAGO COMMONS ASSOCIATION,True
PVRF361230479,489.04,08/31/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33461,PV HOLDING CORP,True
PV39773042819,29983.28,10/27/2019,DEPT OF COMMUNITY DEVELOPMENT,29859,"SILK SCREEN EXPRESS, INC.",True
CVIP894693019,15155.73,05/11/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,73158,"SILK SCREEN EXPRESS, INC.",True
PVCI863202857,84684.01,06/18/2019,DEPT OF FAMILY AND SUPPORT SERVICES,21860,"CHICAGO UNITED INDUSTRIES, LIMITED",True
CVIP590601354,15348.62,03/30/2018,CHICAGO PUBLIC LIBRARY,28295,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,True
CVIP490647219,49.6,05/06/2019,DEPT OF GENERAL SERVICES,58539,HERTZ VEHICLES LLC,True
PV99837467969,24489.48,03/09/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,32230,"LANDRUM & BROWN, INC",True
PV39355445991,17.65,06/21/2018,DEPT OF FAMILY AND SUPPORT SERVICES,14731,WHEELS LT,True
PV39749249313,3320.67,03/09/2018,DEPARTMENT OF WATER MANAGEMENT,1416,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,True
PV99038266203,109.58,07/19/2019,DEPARTMENT OF LAW,32230,WHEELS LT,True
PV99105656826,25812.09,06/10/2018,FIRE DEPARTMENT,28295,OZINGA READY MIX CONCRETE INC,True
PV39889376006,1528.11,07/13/2019,DEPT OF STREETS & SANITATION,26775,PV HOLDING CORP,True
PV39476934557,4673.17,06/04/2018,DEPT OF FLEET MGMT,33717,METROPOLITAN FAMILY SERVICE,True
PV27027113851,41168.87,01/27/2019,OFFICE OF EMERGENCY COMMUNICATION,33233,G & V CONSTRUCTION CO INC,True
PV99508133806,12916.89,12/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,18086,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV27474664043,156.4,05/27/2018,DEPT OF AVIATION,65749,"OFFICE DEPOT, INC.",True
PV39377599244,3179.42,04/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19651,DELL MARKETING LP.,True
PVRF186588309,518.51,10/12/2018,DEPARTMENT OF WATER MANAGEMENT,20074,MSC INDUSTRIAL SUPPLY CO,True
PVCI878827932,245.76,06/04/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,24026,"OFFICE DEPOT, INC.",True
PVRF478905755,1716.91,07/15/2019,DEPT OF BUSINESS & INFORMATION SERVICES,3718,AT & T 09,True
PV39224544647,12922.9,02/04/2019,DEPARTMENT OF WATER MANAGEMENT,21974,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,True
PV27666988007,362.84,06/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,29859,"OFFICE DEPOT, INC.",True
PV39865516730,7136.83,03/04/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28466,HERTZ VEHICLES LLC - URGENT PAYMENT - EXPEDITED PROCESSING,True
PV99723869506,12693.57,11/20/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,30298,G & V CONSTRUCTION CO INC,False
CVIP518861259,307.48,10/05/2018,DEPT OF FAMILY AND SUPPORT SERVICES,21859,MERCYWORKS OCCUPATIONAL MEDICINE,True
PVRF176097040,12401.45,09/07/2019,DEPT OF BUSINESS & INFORMATION SERVICES,14731,"OAKK CONSTRUCTION COMPANY, INC",True
PV39983025228,6980.95,01/23/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,30298,HNTB CORPORATION,True
PV27556289796,3632.02,08/03/2019,DEPT OF BUSINESS & INFORMATION SERVICES,26775,REITER BURNS LLP,True
PV99870229367,27354.93,10/20/2018,DEPT OF AVIATION,33371,G & V CONSTRUCTION CO INC,True
PV27690233661,1002.98,07/26/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29859,LANGUAGE LINE SERVICES 01,True
CVIP206268010,725.22,09/13/2019,DEPT OF GENERAL SERVICES,25098,MSC INDUSTRIAL SUPPLY CO,True
PV27559240110,1455.52,02/03/2018,DEPT OF BUSINESS & INFORMATION SERVICES,24025,"OFFICE DEPOT, INC.",True
PVCI513134044,40617.48,05/12/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,20293,KENNY CONSTRUCTION COMPANY,True
PVRF230675512,4906.27,01/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,5432,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99951698846,68005.53,09/17/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,26775,"OPEN KITCHENS, INC.",True
PV99732284859,7.02,03/15/2018,FIRE DEPARTMENT,66942,PV HOLDING CORP,True
PV99577842436,2016.97,02/20/2019,DEPARTMENT OF BUILDINGS,18085,OZINGA READY MIX CONCRETE INC,True
PV27629830552,55961.89,11/09/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,27914,CHICAGO COMMONS ASSOCIATION,True
CVIP636098956,14245.86,10/20/2018,DEPARTMENT OF WATER MANAGEMENT,30545,"DELTA DEMOLITION, INC",True
PVCI204918788,590.05,07/05/2018,CHICAGO PUBLIC LIBRARY,40769,COMCAST OF CHICAGO INC,True
PV99928751457,3928.08,05/20/2018,DEPT OF FLEET MGMT,33371,VERIZON WIRELESS,True
PV39483883216,21616.91,08/25/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,102621,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,True
CVIP851819336,13795.39,11/04/2018,DEPARTMENT OF CULTURAL AFFAIRS,33371,METROPOLITAN FAMILY SERVICE,True
PV99564674584,31240.34,05/13/2018,DEPARTMENT OF HEALTH,3718,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PV39451554989,573200.15,05/20/2018,DEPARTMENT OF WATER MANAGEMENT,30298,MOTOROLA SOLUTIONS INC,True
PV39563795240,1340.41,04/26/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28466,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",True
PVRF941211616,45046.84,05/17/2018,DEPT OF FAMILY AND SUPPORT SERVICES,28820,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,True
PV27304784280,20516.1,09/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,75071,PALM ELECTRIC COMPANY,True
PVCI798605661,3482.05,09/19/2018,DEPT OF FLEET MGMT,33232,UNITED PARCEL SERVICE 01,True
PV39430330851,4.79,01/18/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30300,PV HOLDING CORP,False
CVIP876597418,708.84,04/26/2019,DEPARTMENT OF LAW,28296,SECRETARY OF STATE,True
PV27469847719,20243.8,11/21/2018,DEPT OF GENERAL SERVICES,34450,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
PV99023638930,4492.88,03/03/2018,DEPT OF FAMILY AND SUPPORT SERVICES,65749,AECOM TECHNICAL SERVICES,True
PV99774628862,36231.8,10/27/2018,DEPT OF BUSINESS & INFORMATION SERVICES,19755,RELIABLE CONTRACTING & EQUIP.,True
PVRF707693142,107161.4,01/11/2019,DEPT OF GENERAL SERVICES,30300,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV39720206448,432804.47,03/10/2018,DEPT OF AVIATION,31001,GENUINE PARTS COMPANY,True
PV99585848344,17194.15,11/16/2019,CHICAGO PUBLIC LIBRARY,40336,HAYMARKET CENTER,True
PV39196346048,43.62,09/17/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,30043,WHEELS LT,True
PV27750806340,516.23,11/24/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,26313,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
