VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,VENDOR NAME,YEAR,MONTH
PV27342712868,272713.98,2018-10-29,DEPT OF FAMILY AND SUPPORT SERVICES,"ANCHOR MECHANICAL, INC",2018,10
PVRF188205279,11788.82,2018-07-11,DEPT OF GENERAL SERVICES,"OAKK CONSTRUCTION COMPANY, INC",2018,7
PV27976574617,8095.37,2019-03-21,DEPT OF BUSINESS & INFORMATION SERVICES,POSTAGE BY PHONE,2019,3
PV99229186283,2950.29,2018-07-07,DEPARTMENT OF LAW,OZINGA READY MIX CONCRETE INC,2018,7
CVIP213549119,4711.86,2018-11-20,DEPT OF GENERAL SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,11
PV99783618871,16574.99,2019-06-27,DEPT OF FAMILY AND SUPPORT SERVICES,"INTER-CITY SUPPLY CO., INC.",2019,6
PV39821463010,793.97,2019-07-15,DEPT OF FAMILY AND SUPPORT SERVICES,HERTZ VEHICLES LLC,2019,7
PV39016525808,47662.65,2019-03-10,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,3
CVIP502151025,5884.57,2019-11-30,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,11
PV39275308156,3135.5,2018-07-02,DEPT OF AVIATION,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",2018,7
PV27677057491,4268.48,2018-08-09,DEPARTMENT OF HEALTH,"ABC HUMANE WILDLIFE CONTROL & PREVENTION INC,",2018,8
PVRF953245576,12788.46,2019-04-13,DEPARTMENT OF WATER MANAGEMENT,OLIVE BRANCH MISSION,2019,4
PV27291086904,6488.82,2019-10-17,DEPT OF BUSINESS & INFORMATION SERVICES,UNIVERSITY OF CHICAGO 03,2019,10
PV27509906307,5857.82,2018-12-18,DEPT OF AVIATION,"OAKK CONSTRUCTION COMPANY, INC",2018,12
PVCI397186701,8230.33,2018-08-25,DEPT OF FAMILY AND SUPPORT SERVICES,MSC INDUSTRIAL SUPPLY CO,2018,8
PV27524056735,12274.52,2018-07-17,CHICAGO DEPARTMENT OF TRANSPORTATION,G & V CONSTRUCTION CO INC,2018,7
PVCI767899961,153807.11,2018-03-07,CHICAGO DEPARTMENT OF TRANSPORTATION,"SGA YOUTH & FAMILY SERVICES, NFP",2018,3
PV39787726512,924.85,2019-10-15,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,10
PV99397539308,24641.67,2018-03-26,CHICAGO DEPARTMENT OF TRANSPORTATION,THRESHOLDS,2018,3
PVCI932711791,49918.17,2018-10-04,DEPARTMENT OF WATER MANAGEMENT,AECOM USA INC,2018,10
PVRF713911235,9145.29,2019-01-21,DEPT OF STREETS & SANITATION,"ANCHOR MECHANICAL, INC",2019,1
PVRF674012062,5.78,2018-09-18,DEPARTMENT OF LAW,WHEELS LT,2018,9
PV27530543598,12909.3,2019-08-28,DEPARTMENT OF WATER MANAGEMENT,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,2019,8
PV27334086302,113697.86,2018-11-06,DEPT OF GENERAL SERVICES,CENTERS FOR NEW HORIZONS 01,2018,11
PV99905100929,3984.16,2019-05-16,DEPT OF FLEET MGMT,VICTORIA LEGAL & CORPORATE SERVICES,2019,5
PV39356840508,281.53,2018-01-21,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2018,1
PV99256438413,58512.93,2018-12-07,DEPT OF FAMILY AND SUPPORT SERVICES,COMMONWEALTH. EDISON CO.,2018,12
PV27041567485,2049.23,2019-09-26,DEPT OF GENERAL SERVICES,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2019,9
CVIP818666517,3554.87,2019-11-03,DEPT OF COMMUNITY DEVELOPMENT,"OFFICE DEPOT, INC.",2019,11
CVIP312176006,1185.3,2019-04-20,DEPT OF STREETS & SANITATION,VERIZON WIRELESS,2019,4
PV99963126507,2426.09,2019-03-02,DEPT OF FAMILY AND SUPPORT SERVICES,"IL BONE AND JOINT INSTITUTE, LLC",2019,3
PV99032078243,3777.95,2018-11-05,DEPT OF GENERAL SERVICES,"HENRY FRERK SONS, INC.",2018,11
PV27310948746,31.35,2018-03-24,DEPT OF FAMILY AND SUPPORT SERVICES,RENTAL CAR FINANCE CORP,2018,3
PVCI077654287,20165.63,2019-04-05,DEPT OF FAMILY AND SUPPORT SERVICES,CAROLE ROBERTSON CENTER FOR LEARNING,2019,4
PV99287667569,10319.38,2019-11-20,DEPARTMENT OF LAW,"INGRAM LIBRARY SERVICES, INC",2019,11
PVRF149344850,41325.39,2019-09-16,DEPARTMENT OF REVENUE,"CDW GOVERNMENT, LLC.",2019,9
PV99615078115,2839838.07,2018-10-19,FIRE DEPARTMENT,KENNY CONSTRUCTION COMPANY,2018,10
PVRF817410703,52306.13,2019-11-29,DEPT OF GENERAL SERVICES,HAYMARKET CENTER,2019,11
PV99156582062,45499.96,2019-10-22,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,C & C COMMUNICATIONS,2019,10
PV27714092068,22569.74,2018-08-02,DEPT OF AVIATION,CANON SOLUTIONS AMERICA INC,2018,8
PV39559189201,40681.8,2018-10-17,DEPT OF FAMILY AND SUPPORT SERVICES,CATALYST MANAGEMENT CORP,2018,10
PV39280614975,1424.71,2018-04-02,OFFICE OF THE MAYOR,"OFFICE DEPOT, INC.",2018,4
PV99842397613,8716.54,2019-10-26,DEPT OF AVIATION,"INGRAM LIBRARY SERVICES, INC",2019,10
PVRF467530403,3046.37,2018-10-22,DEPARTMENT OF WATER MANAGEMENT,DELL MARKETING LP.,2018,10
PV27561230563,574.75,2018-04-04,CHICAGO DEPARTMENT OF TRANSPORTATION,ERIE NEIGHBORHOOD HOUSE,2018,4
PVCI799532927,22524.09,2019-10-09,DEPT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,2019,10
PV99593549973,99020.34,2019-11-21,DEPT OF GENERAL SERVICES,"CDW GOVERNMENT, LLC.",2019,11
PVCI108670043,24632.62,2019-05-16,DEPT OF GENERAL SERVICES,"UNISON CONSULTING, INC.",2019,5
PV27125893451,12039.56,2018-12-07,DEPT OF FAMILY AND SUPPORT SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2018,12
PV27217232047,8375.29,2019-03-06,DEPT OF AVIATION,"SILK SCREEN EXPRESS, INC.",2019,3
CVIP541805962,196714.88,2019-06-17,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",2019,6
PVCI747407155,4313.27,2019-10-15,DEPT OF FAMILY AND SUPPORT SERVICES,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2019,10
PVRF953449758,56192.03,2019-11-28,DEPT OF FAMILY AND SUPPORT SERVICES,"INDUSTRIAL FENCE, INC",2019,11
PV99989064966,440.84,2018-02-11,DEPT OF FAMILY AND SUPPORT SERVICES,BRIDGES COURT REPORTING,2018,2
PVCI963683537,31165.44,2018-01-09,DEPT OF AVIATION,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",2018,1
CVIP936524995,216693.43,2018-03-02,DEPARTMENT OF FINANCE,"OPEN KITCHENS, INC.",2018,3
CVIP125870997,8985.64,2018-06-05,DEPT OF STREETS & SANITATION,HERC RENTALS INC,2018,6
PV39524607990,1725.09,2018-01-23,DEPT OF COMMUNITY DEVELOPMENT,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,1
PV39350355395,32.63,2019-01-14,CHICAGO DEPARTMENT OF TRANSPORTATION,WHEELS LT,2019,1
PV39973418637,4367.78,2019-06-02,DEPT OF AVIATION,"HEARTLAND HUMAN CARE SERVICES, INC.",2019,6
CVIP563933046,23195.37,2018-11-09,DEPARTMENT OF WATER MANAGEMENT,AT&T CORP,2018,11
PV99880032568,5083.21,2018-12-09,DEPARTMENT OF WATER MANAGEMENT,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,2018,12
PV99195940071,530760.59,2019-11-18,DEPT OF GENERAL SERVICES,KENNY CONSTRUCTION COMPANY,2019,11
PV39454382336,8870.91,2018-11-05,DEPARTMENT OF BUILDINGS,HOWARD BROWN HEALTH CENTER,2018,11
PVRF615435299,1146.73,2018-09-22,DEPT OF AVIATION,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,2018,9
PVCI730729979,214114.78,2018-09-20,DEPT OF GENERAL SERVICES,WORLD FUEL SERVICES INC,2018,9
PV39912979408,982.57,2019-04-06,DEPT OF STREETS & SANITATION,"SILK SCREEN EXPRESS, INC.",2019,4
PV39687585592,1870.2,2018-01-10,DEPT OF COMMUNITY DEVELOPMENT,HERC RENTALS INC,2018,1
PV27495276069,477201.14,2018-02-04,DEPT OF FAMILY AND SUPPORT SERVICES,"GLOBETROTTERS ENGINEERING CORPORATION, ATTN: DAVID FELLER",2018,2
PV27948272370,4077.04,2019-08-19,DEPT OF FAMILY AND SUPPORT SERVICES,OZINGA READY MIX CONCRETE INC,2019,8
PV27025955584,27066.55,2019-05-17,DEPT OF FLEET MGMT,GREATER ILLINOIS TITLE COMPANY,2019,5
PV99905646591,42051.68,2019-03-30,DEPT OF COMMUNITY DEVELOPMENT,"T. Y. LIN INTERNATIONAL GREAT LAKES, INC.",2019,3
PV39589914540,87605.65,2019-02-25,DEPT OF FAMILY AND SUPPORT SERVICES,"SILK SCREEN EXPRESS, INC.",2019,2
PV39010259104,702.71,2019-05-30,DEPT OF FAMILY AND SUPPORT SERVICES,"IL BONE AND JOINT INSTITUTE, LLC",2019,5
PV39427613726,5909.67,2019-08-26,DEPARTMENT OF ENVIROMENT,PRODUCTION DISTRIBUTION COMPANIES,2019,8
CVIP343445946,79668.62,2019-03-10,DEPARTMENT OF POLICE,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
CVIP208640316,915.37,2018-03-01,DEPT OF FAMILY AND SUPPORT SERVICES,P V HOLDING CORP,2018,3
PVRF931900971,21.48,2019-05-09,DEPT OF GENERAL SERVICES,HERTZ VEHICLES LLC,2019,5
PVRF255747283,98624.64,2019-08-02,DEPARTMENT OF BUILDINGS,"MORTON SALT, INC.",2019,8
PV99877768707,28763.73,2018-05-16,OFFICE FOR PEOPLE WITH DISABILITIES,TRI-ANGLE FABRICATION & BODY,2018,5
CVIP318046631,18081.81,2019-11-23,DEPARTMENT OF LAW,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,11
PV39762488192,685.99,2018-10-14,DEPT OF FAMILY AND SUPPORT SERVICES,QUILL CORPORATION,2018,10
CVIP422264092,683.37,2018-03-09,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,3
PV27712158858,5233.47,2019-05-05,DEPARTMENT OF WATER MANAGEMENT,VERIZON WIRELESS,2019,5
CVIP181666181,26884.73,2018-07-22,DEPT OF AVIATION,"EASTER SEALS METROPOLITAN CHICAGO, INC.",2018,7
PVCI871163842,449375.95,2018-02-01,DEPT OF FLEET MGMT,"SUMIT CONSTRUCTION CO., INC.",2018,2
PVCI440377715,550.31,2018-03-20,DEPT OF BUSINESS & INFORMATION SERVICES,"INGRAM LIBRARY SERVICES, INC",2018,3
PV99694721220,37008.8,2018-09-15,DEPT OF GENERAL SERVICES,RELIABLE CONTRACTING & EQUIP.,2018,9
PVRF442145950,260662.15,2018-08-29,DEPT OF AVIATION,KENNY CONSTRUCTION COMPANY,2018,8
CVIP386595928,5752.83,2018-11-25,CHICAGO DEPARTMENT OF TRANSPORTATION,HOWARD BROWN HEALTH CENTER,2018,11
PVCI168468594,72.31,2018-07-08,DEPT OF COMMUNITY DEVELOPMENT,"OFFICE DEPOT, INC.",2018,7
PV27410537359,71.46,2019-04-08,DEPARTMENT OF BUILDINGS,WHEELS LT,2019,4
PVRF045441176,24563.64,2019-10-28,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION 02,2019,10
PV99102970549,29278.01,2019-08-20,DEPT OF FAMILY AND SUPPORT SERVICES,"DELTA DEMOLITION, INC",2019,8
PV99012684586,27540.55,2018-07-30,DEPT OF GENERAL SERVICES,"BARRICADE LITES, INC.",2018,7
PV99756937910,1020.54,2019-11-11,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,11
PV39806922185,16648.9,2018-02-24,DEPT OF GENERAL SERVICES,"ARROW MESSENGER SERVICES, INC.",2018,2
PVCI636240552,2010.16,2019-07-12,DEPT OF FAMILY AND SUPPORT SERVICES,"CDW GOVERNMENT, LLC.",2019,7
PVRF973825887,31161.6,2019-03-10,DEPARTMENT OF REVENUE,AIR ONE EQUIPMENT INC,2019,3
PVRF469945366,8876.93,2019-07-03,CHICAGO DEPARTMENT OF TRANSPORTATION,POSTAGE BY PHONE,2019,7
PV39941281782,360.12,2019-09-24,DEPT OF BUSINESS & INFORMATION SERVICES,MSC INDUSTRIAL SUPPLY CO,2019,9
PV99375118320,44774.41,2018-06-18,DEPT OF FLEET MGMT,"MCDONAGH DEMOLITION, INC.",2018,6
PV99148848905,357.02,2019-08-03,DEPT OF AVIATION,JOHNSON PIPE & SUPPLY COMPANY INC,2019,8
PV39025320442,9602.37,2019-05-20,DEPT OF FAMILY AND SUPPORT SERVICES,QUANTUM TECHNOLOGIES INC,2019,5
PV39463364590,5881.71,2018-07-14,OHARE MODERNIZATION PROJECT,"GRAYBAR ELECTRIC COMPANY, INC",2018,7
PVRF619326349,3334.35,2018-10-23,CHICAGO PUBLIC LIBRARY,AT&T CORP,2018,10
PV39528244705,7608.79,2018-10-02,DEPT OF AVIATION,HERC RENTALS INC,2018,10
PV99779949946,7246.75,2018-01-31,DEPT OF FLEET MGMT,"TPA NETWORK, INC C/O",2018,1
CVIP859514954,3658.8,2018-02-04,DEPT OF GENERAL SERVICES,AT&T CORP,2018,2
PVRF952144176,1363.99,2019-02-25,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSITY OF CHICAGO 03,2019,2
PVCI260331333,3444.19,2018-02-10,DEPT OF FAMILY AND SUPPORT SERVICES,PV HOLDING CORP,2018,2
PVCI371930244,4755.12,2019-10-27,DEPT OF GENERAL SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,10
PVCI308547684,15528.31,2019-02-25,CHICAGO DEPARTMENT OF TRANSPORTATION,EL HOGAR DEL NINO INC|CLEANED-UP,2019,2
PVRF684062760,33974.78,2018-07-18,DEPT OF GENERAL SERVICES,MARY CRANE LEAGUE,2018,7
PV39931428423,1959.98,2018-11-28,DEPT OF GENERAL SERVICES,"SILK SCREEN EXPRESS, INC.",2018,11
PVCI906419830,44871.3,2018-01-13,DEPARTMENT OF REVENUE,ENTERPRISE LEASING CO OF CHICAGO,2018,1
PV39151879298,105892.33,2018-02-16,DEPT OF FAMILY AND SUPPORT SERVICES,G & V CONSTRUCTION CO INC,2018,2
PV39229932139,16923.51,2019-08-01,DEPARTMENT OF WATER MANAGEMENT,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2019,8
PVRF875523295,9804.08,2018-07-30,DEPT OF FAMILY AND SUPPORT SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,7
PV99358794338,18817.04,2019-09-12,CHICAGO DEPARTMENT OF TRANSPORTATION,ENTERPRISE LEASING CO OF CHICAGO,2019,9
PV99169404107,5739.2,2018-07-02,DEPT OF AVIATION,CHICAGO YOUTH CENTERS,2018,7
PV39016472838,19408.08,2019-07-14,DEPT OF BUSINESS & INFORMATION SERVICES,"ILLINOIS ORTHOPEDIC NETWORK, LLC",2019,7
PVRF740457377,19950.96,2018-07-08,DEPT OF FAMILY AND SUPPORT SERVICES,VERIZON WIRELESS,2018,7
CVIP055677478,897.04,2018-02-09,DEPT OF AVIATION,RENTAL CAR FINANCE CORP,2018,2
PV27076202514,16207.54,2019-09-02,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,9
CVIP027095768,6411.51,2018-12-15,DEPARTMENT OF POLICE,CHILDREN'S PLACE ASSOCIATION,2018,12
PVCI197971872,33668.62,2019-09-24,DEPT OF FAMILY AND SUPPORT SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2019,9
PV99839398605,1115.63,2019-04-30,DEPT OF GENERAL SERVICES,PV HOLDING CORP,2019,4
CVIP456528964,236530.6,2019-04-29,DEPT OF FLEET MGMT,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,2019,4
PV39369379061,4019.13,2019-02-06,DEPT OF GENERAL SERVICES,AT&T CORP,2019,2
PVRF336620578,3.51,2018-11-21,DEPT OF FLEET MGMT,SCR MEDICAL TRANSPORTATIONS INC LS,2018,11
CVIP346887224,182.53,2019-06-05,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,6
PV39193499149,7934.5,2019-04-22,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,2019,4
CVIP190628363,6233.04,2019-02-27,DEPT OF GENERAL SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,2019,2
PV39661571988,136068.73,2018-10-09,DEPT OF FAMILY AND SUPPORT SERVICES,K-FIVE CONSTRUCTION CORP.,2018,10
PV39060087274,27517.92,2019-07-25,DEPT OF BUSINESS & INFORMATION SERVICES,METROPOLITAN FAMILY SERVICE,2019,7
CVIP082961291,975.97,2018-04-30,DEPARTMENT OF WATER MANAGEMENT,PUERTO RICAN CULTURAL CENTER,2018,4
PVRF445831814,8718.4,2019-03-16,DEPT OF GENERAL SERVICES,ADVANCE AUTO CENTER,2019,3
CVIP932345050,778.18,2018-08-30,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,8
PVCI865788724,33219.87,2019-03-11,DEPT OF BUSINESS & INFORMATION SERVICES,HAYMARKET CENTER,2019,3
PV39173909767,1274.5,2018-12-14,DEPARTMENT OF LAW,WORLD FUEL SERVICES INC - MANUAL CORRECTION - AMOUNT ADJUSTMENT,2018,12
CVIP976473243,2610.64,2019-02-06,DEPT OF FLEET MGMT,THRESHOLDS,2019,2
PVCI839392633,15568.61,2019-04-15,DEPARTMENT OF WATER MANAGEMENT,"GRAYBAR ELECTRIC COMPANY, INC",2019,4
PV39947553161,1893.67,2018-12-28,DEPT OF FLEET MGMT,SIGNATURE FLIGHT SUPPORT,2018,12
PV27378270350,3843.55,2018-07-05,DEPARTMENT OF PERSONNEL,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,2018,7
PV39873648325,2006.72,2019-02-14,DEPT OF GENERAL SERVICES,OPEN DOOR CLINIC OF GREATER ELGIN,2019,2
PV39669680926,42.56,2018-08-11,DEPT OF GENERAL SERVICES,WHEELS LT,2018,8
PV99838190583,1554.29,2019-06-29,CHICAGO PUBLIC LIBRARY,"OFFICE DEPOT, INC.",2019,6
PV27311419687,11843.97,2019-06-29,DEPT OF GENERAL SERVICES,BACK OF THE YARDS NEIGHBORHOOD COUNCIL,2019,6
PV39310444428,91160.31,2018-10-04,DEPT OF GENERAL SERVICES,AZTEC SUPPLY CORPORATION,2018,10
PV99429326523,12905.04,2019-07-17,CHICAGO DEPARTMENT OF TRANSPORTATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,7
PVCI513712515,2395.38,2018-10-19,DEPT OF BUSINESS & INFORMATION SERVICES,"ASIAN HUMAN SERVICES, INC.",2018,10
PVCI693572513,10018.89,2019-10-11,DEPT OF FLEET MGMT,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2019,10
PVRF835646411,96904.41,2019-07-18,DEPARTMENT OF LAW,WORLD FUEL SERVICES INC,2019,7
PV27836349111,4486.53,2018-04-17,DEPT OF FLEET MGMT,THOMSON WEST,2018,4
CVIP694615025,196873.02,2018-03-06,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION,2018,3
PVRF361230479,489.04,2019-08-31,DEPT OF FAMILY AND SUPPORT SERVICES,PV HOLDING CORP,2019,8
PV39773042819,29983.28,2019-10-27,DEPT OF COMMUNITY DEVELOPMENT,"SILK SCREEN EXPRESS, INC.",2019,10
CVIP894693019,15155.73,2019-05-11,CHICAGO DEPARTMENT OF TRANSPORTATION,"SILK SCREEN EXPRESS, INC.",2019,5
PVCI863202857,84684.01,2019-06-18,DEPT OF FAMILY AND SUPPORT SERVICES,"CHICAGO UNITED INDUSTRIES, LIMITED",2019,6
CVIP590601354,15348.62,2018-03-30,CHICAGO PUBLIC LIBRARY,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,2018,3
CVIP490647219,49.6,2019-05-06,DEPT OF GENERAL SERVICES,HERTZ VEHICLES LLC,2019,5
PV99837467969,24489.48,2019-03-09,CHICAGO DEPARTMENT OF TRANSPORTATION,"LANDRUM & BROWN, INC",2019,3
PV39355445991,17.65,2018-06-21,DEPT OF FAMILY AND SUPPORT SERVICES,WHEELS LT,2018,6
PV39749249313,3320.67,2018-03-09,DEPARTMENT OF WATER MANAGEMENT,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,3
PV99038266203,109.58,2019-07-19,DEPARTMENT OF LAW,WHEELS LT,2019,7
PV99105656826,25812.09,2018-06-10,FIRE DEPARTMENT,OZINGA READY MIX CONCRETE INC,2018,6
PV39889376006,1528.11,2019-07-13,DEPT OF STREETS & SANITATION,PV HOLDING CORP,2019,7
PV39476934557,4673.17,2018-06-04,DEPT OF FLEET MGMT,METROPOLITAN FAMILY SERVICE,2018,6
PV27027113851,41168.87,2019-01-27,OFFICE OF EMERGENCY COMMUNICATION,G & V CONSTRUCTION CO INC,2019,1
PV99508133806,12916.89,2018-12-06,DEPT OF FAMILY AND SUPPORT SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,12
PV27474664043,156.4,2018-05-27,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2018,5
PV39377599244,3179.42,2019-04-12,DEPT OF FAMILY AND SUPPORT SERVICES,DELL MARKETING LP.,2019,4
PVRF186588309,518.51,2018-10-12,DEPARTMENT OF WATER MANAGEMENT,MSC INDUSTRIAL SUPPLY CO,2018,10
PVCI878827932,245.76,2019-06-04,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2019,6
PVRF478905755,1716.91,2019-07-15,DEPT OF BUSINESS & INFORMATION SERVICES,AT & T 09,2019,7
PV39224544647,12922.9,2019-02-04,DEPARTMENT OF WATER MANAGEMENT,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,2019,2
PV27666988007,362.84,2019-06-08,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,6
PV39865516730,7136.83,2019-03-04,DEPT OF FAMILY AND SUPPORT SERVICES,HERTZ VEHICLES LLC - URGENT PAYMENT - EXPEDITED PROCESSING,2019,3
PV99723869506,12693.57,2019-11-20,CHICAGO DEPARTMENT OF TRANSPORTATION,G & V CONSTRUCTION CO INC,2019,11
CVIP518861259,307.48,2018-10-05,DEPT OF FAMILY AND SUPPORT SERVICES,MERCYWORKS OCCUPATIONAL MEDICINE,2018,10
PVRF176097040,12401.45,2019-09-07,DEPT OF BUSINESS & INFORMATION SERVICES,"OAKK CONSTRUCTION COMPANY, INC",2019,9
PV39983025228,6980.95,2019-01-23,CHICAGO DEPARTMENT OF TRANSPORTATION,HNTB CORPORATION,2019,1
PV27556289796,3632.02,2019-08-03,DEPT OF BUSINESS & INFORMATION SERVICES,REITER BURNS LLP,2019,8
PV99870229367,27354.93,2018-10-20,DEPT OF AVIATION,G & V CONSTRUCTION CO INC,2018,10
PV27690233661,1002.98,2018-07-26,DEPT OF FAMILY AND SUPPORT SERVICES,LANGUAGE LINE SERVICES 01,2018,7
CVIP206268010,725.22,2019-09-13,DEPT OF GENERAL SERVICES,MSC INDUSTRIAL SUPPLY CO,2019,9
PV27559240110,1455.52,2018-02-03,DEPT OF BUSINESS & INFORMATION SERVICES,"OFFICE DEPOT, INC.",2018,2
PVCI513134044,40617.48,2019-05-12,CHICAGO DEPARTMENT OF TRANSPORTATION,KENNY CONSTRUCTION COMPANY,2019,5
PVRF230675512,4906.27,2019-01-08,DEPT OF FAMILY AND SUPPORT SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,1
PV99951698846,68005.53,2019-09-17,CHICAGO DEPARTMENT OF TRANSPORTATION,"OPEN KITCHENS, INC.",2019,9
PV99732284859,7.02,2018-03-15,FIRE DEPARTMENT,PV HOLDING CORP,2018,3
PV99577842436,2016.97,2019-02-20,DEPARTMENT OF BUILDINGS,OZINGA READY MIX CONCRETE INC,2019,2
PV27629830552,55961.89,2018-11-09,CHICAGO DEPARTMENT OF TRANSPORTATION,CHICAGO COMMONS ASSOCIATION,2018,11
CVIP636098956,14245.86,2018-10-20,DEPARTMENT OF WATER MANAGEMENT,"DELTA DEMOLITION, INC",2018,10
PVCI204918788,590.05,2018-07-05,CHICAGO PUBLIC LIBRARY,COMCAST OF CHICAGO INC,2018,7
PV99928751457,3928.08,2018-05-20,DEPT OF FLEET MGMT,VERIZON WIRELESS,2018,5
PV39483883216,21616.91,2019-08-25,CHICAGO DEPARTMENT OF TRANSPORTATION,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,2019,8
CVIP851819336,13795.39,2018-11-04,DEPARTMENT OF CULTURAL AFFAIRS,METROPOLITAN FAMILY SERVICE,2018,11
PV99564674584,31240.34,2018-05-13,DEPARTMENT OF HEALTH,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,2018,5
PV39451554989,573200.15,2018-05-20,DEPARTMENT OF WATER MANAGEMENT,MOTOROLA SOLUTIONS INC,2018,5
PV39563795240,1340.41,2019-04-26,DEPT OF FAMILY AND SUPPORT SERVICES,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",2019,4
PVRF941211616,45046.84,2018-05-17,DEPT OF FAMILY AND SUPPORT SERVICES,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,5
PV27304784280,20516.1,2018-09-13,DEPT OF FAMILY AND SUPPORT SERVICES,PALM ELECTRIC COMPANY,2018,9
PVCI798605661,3482.05,2018-09-19,DEPT OF FLEET MGMT,UNITED PARCEL SERVICE 01,2018,9
PV39430330851,4.79,2019-01-18,DEPT OF FAMILY AND SUPPORT SERVICES,PV HOLDING CORP,2019,1
CVIP876597418,708.84,2019-04-26,DEPARTMENT OF LAW,SECRETARY OF STATE,2019,4
PV27469847719,20243.8,2018-11-21,DEPT OF GENERAL SERVICES,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2018,11
PV99023638930,4492.88,2018-03-03,DEPT OF FAMILY AND SUPPORT SERVICES,AECOM TECHNICAL SERVICES,2018,3
PV99774628862,36231.8,2018-10-27,DEPT OF BUSINESS & INFORMATION SERVICES,RELIABLE CONTRACTING & EQUIP.,2018,10
PVRF707693142,107161.4,2019-01-11,DEPT OF GENERAL SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,1
PV39720206448,432804.47,2018-03-10,DEPT OF AVIATION,GENUINE PARTS COMPANY,2018,3
PV99585848344,17194.15,2019-11-16,CHICAGO PUBLIC LIBRARY,HAYMARKET CENTER,2019,11
PV39196346048,43.62,2018-09-17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,WHEELS LT,2018,9
PV27750806340,516.23,2018-11-24,CHICAGO DEPARTMENT OF TRANSPORTATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,11
